TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
236.81,Debit,Oklahoma City,Branch,21.999999999999996,Student,15.0,1.0,813.6800000000003,0
417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.8199999999997,0
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,3
820.62,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,2
474.77,Credit,Indianapolis,Online,56.0,Engineer,50.0,1.0,2158.59,2
542.72,Credit,Indianapolis,Branch,43.0,Doctor,92.0,1.0,6011.8,2
79.80000000000001,Debit,Fort Worth,ATM,73.0,Retired,76.0,1.0,6372.58,2
46.24000000000004,Debit,San Diego,Branch,57.0,Engineer,52.0,1.0,2569.56,3
327.8,Debit,San Francisco,ATM,61.0,Doctor,54.0,1.0,10585.48,3
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999998,2
55.889999999999986,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,2
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.1599999999999,3
101.19,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,1
827.14,Debit,El Paso,Branch,36.0,Engineer,265.0,4.0,9800.21,2
61.97,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,0
27.20999999999998,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,3
173.74,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,2
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,3
88.39999999999998,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,2
567.92,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.47,1
138.11,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,0
456.93,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,3
101.42000000000002,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,1
300.61,Debit,El Paso,Online,44.0,Doctor,51.0,1.0,7895.54,2
265.94,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,1
345.54,Debit,San Diego,Online,29.0,Engineer,50.0,1.0,2091.78,3
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,2
111.20999999999998,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,0
316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,1
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.73,2
92.36000000000001,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,1
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,0
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.2399999999998,1
253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,5.0,2797.26,2
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.04,2
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,2
51.06999999999999,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,1
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.82,2
74.73000000000005,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,2
182.79,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,2
628.36,Debit,Austin,Online,44.0,Doctor,108.0,1.0,11869.71,1
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,3
560.15,Credit,Memphis,Online,50.0,Engineer,92.0,1.0,817.8299999999999,0
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,2.0,3663.64,1
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.64999999999964,1
24.769999999999982,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.22999999999956,0
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,4.0,13446.81,2
80.24000000000004,Credit,New York,Branch,53.0,Doctor,58.0,1.0,8012.81,0
8.649999999999977,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,0
178.91,Debit,Omaha,ATM,18.0,Student,19.000000000000014,1.0,8870.89,0
115.22,Debit,San Francisco,Branch,27.0,Engineer,108.0,1.0,906.1999999999998,3
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,3
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,0
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,3
280.99,Debit,Houston,Branch,45.0,Engineer,29.0,1.0,9733.59,2
24.189999999999998,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,3
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,3
247.17,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,1
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.0599999999995,2
4.149999999999977,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,0
60.99000000000001,Debit,Oklahoma City,Branch,34.0,Engineer,58.0,1.0,7281.46,0
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,0
524.6,Debit,El Paso,Branch,58.0,Doctor,76.0,1.0,13017.7,2
108.95999999999998,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.66,0
70.02999999999997,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,0
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,3
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,1
81.26999999999998,Credit,Seattle,Online,21.999999999999996,Student,68.0,1.0,1814.48,3
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.77,2
474.05000000000007,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,3
39.20999999999998,Debit,Miami,ATM,66.0,Doctor,245.0,4.0,9385.57,0
637.75,Debit,Dallas,Branch,79.0,Retired,152.0,1.0,4202.92,1
153.59,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,0
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,3
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,1
305.0,Debit,Phoenix,ATM,21.999999999999996,Student,222.0,1.0,944.8299999999999,0
233.1,Credit,Nashville,Branch,42.0,Doctor,37.000000000000014,1.0,7469.2,0
793.13,Debit,Memphis,Online,68.0,Doctor,76.0,1.0,13389.16,0
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,2
214.83,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.6900000000005,3
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,1
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.0299999999997,2
23.399999999999977,Debit,El Paso,ATM,46.0,Doctor,175.0,4.0,14851.28,2
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,3
259.9,Debit,Oklahoma City,Online,26.0,Student,100.0,1.0,914.2799999999997,0
59.50999999999999,Credit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,1
1074.9499999999998,Debit,Jacksonville,Branch,20.0,Student,91.0,1.0,530.8599999999997,2
112.94,Credit,San Antonio,Online,73.0,Retired,31.0,1.0,3807.84,3
11.810000000000002,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,0
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,3
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,0
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,1
1137.63,Debit,Baltimore,ATM,26.0,Student,144.0,1.0,1629.12,1
98.70999999999998,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,2
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.9899999999998,1
83.38999999999999,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,0
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,1
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.25,2
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,2
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,3
103.75999999999999,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,2
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,2
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,3
53.51000000000002,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,0
1108.46,Debit,Los Angeles,Branch,30.0,Engineer,262.0,1.0,9257.04,2
120.17000000000002,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,0
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,2
119.00999999999999,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,0
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42000000000007,3
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,2
11.45999999999998,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,3
61.370000000000005,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,1
103.08000000000001,Credit,Milwaukee,Branch,49.0,Engineer,150.0,1.0,9251.38,0
425.18,Credit,Colorado Springs,Online,26.0,Engineer,172.0,1.0,9880.71,1
60.960000000000036,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,1
64.20999999999998,Debit,Omaha,ATM,51.0,Doctor,37.000000000000014,1.0,12540.18,0
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,2
50.25999999999999,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,2
110.07999999999998,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.2600000000002,2
54.47000000000003,Credit,Philadelphia,Branch,23.0,Student,34.0,1.0,1131.42,0
79.75999999999999,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,2
16.79000000000002,Credit,Detroit,Online,30.0,Doctor,146.0,1.0,535.1499999999996,2
1531.31,Debit,San Diego,Online,18.0,Student,62.0,4.0,859.8599999999997,3
68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,0
643.3800000000001,Credit,Detroit,Online,18.0,Student,105.0,1.0,1046.7399999999993,2
328.34,Credit,San Diego,Online,42.0,Engineer,31.0,1.0,2840.45,3
72.68,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,3
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,2
793.8799999999999,Credit,Los Angeles,ATM,21.999999999999996,Student,252.0,1.0,1404.06,2
29.220000000000027,Debit,Detroit,ATM,27.0,Engineer,69.0,1.0,7795.79,2
366.43,Credit,Portland,Online,21.0,Student,92.0,1.0,1560.4499999999998,0
120.86000000000001,Debit,Colorado Springs,Online,33.0,Doctor,162.0,4.0,13566.58,1
233.74,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,1
471.84,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,3
213.4,Credit,Fort Worth,Branch,73.0,Retired,100.0,1.0,2012.2399999999998,2
254.21,Debit,Phoenix,ATM,48.0,Engineer,46.0,1.0,2487.2,0
577.73,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,3
170.26,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,1
337.73,Debit,San Antonio,Online,78.0,Retired,107.0,4.0,7001.2,3
330.61,Credit,Nashville,Branch,64.0,Retired,113.0,1.0,2525.25,0
132.33,Credit,Phoenix,ATM,35.0,Engineer,47.0,1.0,7457.94,0
74.04000000000002,Debit,Memphis,Online,18.0,Student,66.0,1.0,1690.23,0
197.18,Debit,Tucson,Online,28.0,Engineer,135.0,1.0,3114.92,3
590.01,Debit,San Jose,Online,29.0,Doctor,140.0,3.0,9791.74,3
697.82,Debit,New York,Online,44.0,Engineer,153.0,1.0,6824.0,0
302.76,Debit,Sacramento,ATM,38.0,Engineer,88.0,3.0,8583.39,3
148.0,Debit,Tucson,Branch,20.0,Student,35.0,1.0,1488.65,3
22.25999999999999,Debit,San Antonio,Branch,19.0,Student,56.0,1.0,5583.88,3
0.8600000000000705,Debit,Colorado Springs,ATM,25.000000000000004,Student,139.0,1.0,1357.2200000000003,1
757.1,Debit,Atlanta,Branch,65.0,Doctor,203.0,1.0,10553.23,1
38.81,Credit,Virginia Beach,Online,25.000000000000004,Student,145.0,1.0,1619.6,3
76.50999999999999,Credit,Mesa,Online,49.0,Engineer,120.0,4.0,9475.4,0
32.45999999999998,Debit,Charlotte,Online,31.0,Doctor,10.0,1.0,8656.18,1
1022.75,Credit,San Jose,Branch,62.0,Doctor,158.0,1.0,207.73999999999978,3
20.639999999999986,Debit,Charlotte,Branch,21.999999999999996,Student,58.99999999999999,1.0,949.3800000000001,1
662.11,Debit,Atlanta,Branch,23.0,Student,219.0,1.0,1996.38,1
35.05000000000001,Debit,Boston,Branch,30.0,Doctor,105.0,1.0,14330.47,1
214.73,Credit,Los Angeles,ATM,46.0,Doctor,26.0,1.0,5368.42,2
25.379999999999995,Debit,Louisville,Branch,57.0,Engineer,66.0,1.0,8616.05,2
617.66,Debit,Memphis,ATM,41.0,Engineer,40.0,1.0,5906.58,0
446.39,Debit,Houston,ATM,63.0,Retired,77.0,1.0,7863.6,2
377.92,Debit,Raleigh,Branch,33.0,Engineer,204.0,1.0,2254.71,3
11.04000000000002,Debit,Phoenix,Online,30.0,Engineer,43.0,1.0,6983.04,0
275.46,Debit,Fort Worth,ATM,36.0,Doctor,67.0,1.0,9697.75,2
179.76,Debit,Philadelphia,Online,78.0,Retired,81.0,1.0,5909.52,0
32.34000000000003,Debit,Kansas City,Branch,44.0,Doctor,45.0,1.0,7847.62,2
273.92,Debit,Portland,Branch,79.0,Retired,109.0,1.0,4543.56,0
388.98,Debit,Fresno,ATM,23.0,Student,155.0,1.0,1819.9099999999999,2
492.84,Debit,Indianapolis,ATM,25.000000000000004,Student,38.0,1.0,577.6700000000001,2
148.85,Debit,Mesa,ATM,57.0,Doctor,25.0,1.0,7802.36,0
185.99,Credit,Fresno,Branch,41.0,Engineer,53.0,1.0,402.4499999999998,2
322.48,Debit,Jacksonville,ATM,27.0,Student,57.0,1.0,1238.4300000000003,2
20.269999999999982,Debit,Miami,Branch,18.0,Student,22.0,1.0,796.3500000000004,0
280.61,Debit,Mesa,ATM,47.0,Engineer,129.0,3.0,7888.76,0
104.23000000000002,Credit,Louisville,Online,63.0,Retired,108.0,1.0,5009.29,2
353.59,Credit,New York,Branch,52.0,Retired,109.0,5.0,1822.3400000000001,0
55.860000000000014,Debit,Seattle,Online,39.0,Engineer,68.0,1.0,5346.46,3
95.55000000000001,Debit,Louisville,Branch,33.0,Engineer,51.0,1.0,2434.74,2
477.07,Debit,Columbus,Online,27.0,Engineer,278.0,1.0,6568.07,1
21.410000000000025,Debit,Louisville,Online,57.0,Doctor,99.0,1.0,658.9099999999999,2
278.28,Debit,Jacksonville,Branch,28.0,Student,26.0,1.0,1346.88,2
215.39,Debit,Detroit,ATM,27.0,Student,216.0,1.0,1582.5500000000002,2
194.37,Debit,Milwaukee,ATM,66.0,Doctor,161.0,1.0,14395.88,0
19.589999999999975,Debit,Charlotte,Branch,64.0,Retired,122.0,1.0,1061.69,1
81.35,Debit,Houston,Online,41.0,Engineer,103.0,1.0,7192.45,2
314.54,Credit,Virginia Beach,Branch,58.0,Engineer,228.0,1.0,9923.45,3
466.64,Debit,Las Vegas,ATM,58.0,Doctor,11.0,1.0,10915.11,2
472.48,Debit,New York,Branch,55.0,Engineer,87.0,1.0,7128.82,0
67.15,Debit,Indianapolis,Online,59.0,Doctor,14.0,1.0,9028.49,2
102.67000000000002,Debit,Albuquerque,Branch,79.0,Retired,119.0,1.0,4656.94,1
460.0899999999999,Credit,Fresno,Online,35.0,Doctor,146.0,3.0,6990.64,2
453.49,Debit,Seattle,Branch,66.0,Doctor,147.0,1.0,6366.43,3
267.17,Debit,Seattle,ATM,26.0,Student,170.0,1.0,1382.62,3
111.25999999999999,Debit,Boston,ATM,66.0,Doctor,43.0,1.0,14350.11,1
121.17000000000002,Debit,Phoenix,ATM,68.0,Doctor,158.0,1.0,12990.77,0
213.28,Debit,Mesa,Branch,51.0,Retired,94.0,1.0,4835.91,0
187.88,Debit,Nashville,ATM,60.0,Engineer,180.0,1.0,2154.58,0
471.88,Credit,San Jose,Online,34.0,Doctor,141.0,1.0,14833.34,3
83.79000000000002,Debit,Nashville,ATM,57.0,Engineer,47.0,1.0,5061.3,0
99.16,Debit,San Francisco,Online,79.0,Retired,202.0,1.0,2607.58,3
839.33,Credit,Louisville,Branch,60.0,Doctor,86.0,1.0,11538.97,2
29.910000000000025,Credit,Philadelphia,Online,76.0,Retired,43.0,3.0,2834.84,0
4.240000000000009,Debit,San Diego,Online,38.0,Engineer,38.0,1.0,7822.73,3
50.28999999999999,Credit,Raleigh,Online,58.0,Doctor,64.0,1.0,7604.9,3
135.85,Debit,Fresno,Online,57.0,Retired,269.0,1.0,1480.3900000000003,2
368.53,Debit,Raleigh,Branch,68.0,Doctor,34.0,1.0,13696.31,3
17.94999999999999,Credit,Sacramento,Branch,64.0,Doctor,135.0,1.0,12344.9,3
127.80000000000001,Credit,Virginia Beach,Branch,31.0,Engineer,47.0,1.0,8630.99,3
16.730000000000018,Debit,Houston,Online,45.0,Engineer,48.0,1.0,2202.62,2
317.12,Debit,Fort Worth,Branch,44.0,Doctor,80.0,1.0,14409.74,2
476.63,Debit,Charlotte,ATM,79.0,Retired,115.0,1.0,4894.25,1
156.58,Debit,Portland,Branch,24.0,Student,160.0,1.0,8981.61,0
55.120000000000005,Credit,Houston,Online,34.0,Engineer,261.0,1.0,3791.99,2
15.740000000000009,Debit,Denver,Branch,27.0,Student,38.0,1.0,690.1599999999999,1
297.15,Debit,Phoenix,Online,76.0,Retired,178.0,1.0,5449.37,0
647.85,Debit,Omaha,Branch,36.0,Doctor,121.0,1.0,13779.97,0
75.04000000000002,Debit,El Paso,ATM,49.0,Engineer,178.0,1.0,9648.6,2
273.92,Debit,Virginia Beach,Online,28.0,Student,35.0,1.0,1029.15,3
215.8,Credit,Jacksonville,Branch,51.0,Retired,66.0,1.0,3656.62,2
963.77,Debit,Louisville,ATM,41.0,Engineer,248.0,1.0,6710.51,2
420.6,Debit,Louisville,Branch,26.0,Student,55.0,1.0,1778.75,2
688.36,Credit,Memphis,Branch,23.0,Student,22.0,1.0,5191.13,0
285.18,Credit,Sacramento,Branch,55.0,Doctor,150.0,1.0,14847.97,3
213.55,Debit,Boston,ATM,63.0,Doctor,15.0,1.0,5238.37,1
463.11,Credit,Las Vegas,Branch,51.0,Doctor,159.0,1.0,10238.82,2
309.56,Debit,Charlotte,Online,58.0,Doctor,147.0,1.0,972.04,1
377.08,Credit,Mesa,Branch,26.0,Student,71.0,1.0,6430.86,0
77.25,Debit,Virginia Beach,Branch,68.0,Doctor,157.0,1.0,14077.97,3
146.92,Debit,Portland,ATM,64.0,Retired,272.0,1.0,3990.6,0
126.6,Debit,San Antonio,Branch,21.999999999999996,Student,146.0,1.0,961.6499999999996,3
101.34000000000003,Debit,Boston,ATM,24.0,Student,46.0,1.0,703.2600000000002,1
184.97,Debit,Denver,Branch,58.0,Doctor,268.0,1.0,1156.67,1
451.15,Debit,Colorado Springs,ATM,46.0,Engineer,175.0,1.0,1356.4700000000003,1
516.47,Credit,Charlotte,ATM,25.000000000000004,Student,94.0,1.0,1305.06,1
880.04,Debit,Sacramento,ATM,25.000000000000004,Student,29.0,1.0,261.97000000000025,3
66.69,Credit,San Antonio,Branch,25.000000000000004,Student,140.0,1.0,1210.33,3
95.74999999999997,Debit,Los Angeles,Branch,31.0,Engineer,169.0,1.0,337.6199999999999,2
98.03,Debit,El Paso,Branch,54.0,Engineer,165.0,1.0,6323.45,2
617.66,Debit,Boston,ATM,42.0,Engineer,128.0,1.0,7155.95,1
888.57,Debit,San Antonio,Online,62.0,Retired,102.0,1.0,7896.14,3
107.48000000000002,Debit,Omaha,Branch,21.999999999999996,Student,129.0,1.0,591.2299999999996,0
36.56999999999999,Debit,Omaha,ATM,62.0,Retired,69.0,1.0,2583.07,0
575.62,Debit,Oklahoma City,Online,43.0,Doctor,129.0,1.0,234.40999999999985,0
84.88999999999999,Debit,San Jose,ATM,37.0,Engineer,70.0,1.0,4735.61,3
7.759999999999991,Credit,Las Vegas,Online,52.0,Retired,84.0,1.0,7393.11,2
109.30000000000001,Debit,Fort Worth,Branch,56.0,Doctor,27.0,1.0,13510.11,2
230.08,Debit,Austin,Online,79.0,Retired,124.0,1.0,4466.1,1
361.92,Debit,Detroit,ATM,54.0,Retired,111.0,1.0,7474.31,2
71.29000000000002,Debit,Chicago,ATM,68.0,Retired,55.0,2.0,7225.63,1
122.44999999999999,Debit,New York,Branch,46.0,Doctor,98.0,1.0,7255.49,0
642.53,Debit,Mesa,ATM,65.0,Doctor,128.0,1.0,11417.91,0
175.21,Credit,Mesa,ATM,69.0,Doctor,69.0,1.0,6039.04,0
168.0,Credit,Tucson,Branch,32.0,Engineer,11.0,1.0,3498.58,3
11.45999999999998,Debit,Chicago,Online,67.0,Retired,73.0,1.0,6628.75,1
382.07,Credit,Omaha,Branch,62.0,Doctor,147.0,1.0,10156.09,0
13.480000000000018,Debit,Las Vegas,Online,18.0,Student,20.0,3.0,521.8800000000001,2
65.32,Debit,Mesa,ATM,28.0,Student,54.0,1.0,9165.02,0
83.07,Debit,Miami,Branch,27.0,Engineer,291.0,4.0,6704.76,0
730.1,Credit,Chicago,Branch,77.0,Retired,93.0,1.0,6384.05,1
85.31,Debit,Kansas City,ATM,62.0,Retired,27.0,1.0,6095.65,2
726.61,Debit,Phoenix,ATM,18.0,Student,277.0,1.0,1008.7600000000002,0
130.4,Debit,Raleigh,Branch,45.0,Engineer,63.0,1.0,4381.24,3
68.1,Debit,Milwaukee,ATM,20.0,Student,47.0,1.0,1382.8000000000002,0
65.25999999999999,Debit,Sacramento,Branch,26.0,Student,72.0,1.0,7380.63,3
191.62,Debit,Jacksonville,Branch,63.0,Doctor,51.0,1.0,1981.67,2
212.88,Debit,Fresno,Online,39.0,Doctor,122.0,1.0,7036.72,2
88.37999999999997,Debit,Virginia Beach,ATM,30.0,Engineer,138.0,1.0,3707.82,3
390.09,Debit,El Paso,Online,26.0,Engineer,49.0,1.0,2617.23,2
48.28999999999999,Debit,San Diego,Online,37.0,Engineer,242.0,1.0,8883.4,3
333.83,Debit,Fresno,ATM,63.0,Retired,135.0,1.0,1660.6599999999999,2
1074.29,Debit,Portland,Branch,67.0,Retired,79.0,1.0,2011.6,0
100.26999999999995,Debit,Miami,Online,79.0,Retired,51.0,1.0,4309.9,0
44.53999999999999,Debit,San Antonio,ATM,31.0,Engineer,164.0,1.0,362.39999999999964,3
82.17000000000002,Debit,Fort Worth,Branch,28.0,Student,21.0,1.0,1913.06,2
1045.45,Debit,Baltimore,Online,19.0,Student,150.0,1.0,563.46,1
447.41999999999996,Debit,Charlotte,Online,32.0,Engineer,65.0,1.0,6133.22,1
590.26,Credit,Austin,Branch,25.000000000000004,Student,48.0,1.0,1068.2800000000002,1
192.73,Debit,Milwaukee,Branch,71.0,Retired,157.0,1.0,2037.75,0
136.05,Debit,Atlanta,Online,24.0,Student,63.0,3.0,1127.5400000000004,1
11.569999999999993,Credit,New York,Branch,56.0,Retired,64.0,1.0,2061.61,0
7.819999999999993,Debit,Boston,ATM,36.0,Engineer,273.0,1.0,2240.49,1
79.43,Debit,Dallas,ATM,74.0,Retired,72.0,1.0,6579.37,1
386.97,Debit,Raleigh,Branch,58.0,Retired,137.0,1.0,1876.35,3
51.22,Debit,Fresno,Branch,23.0,Student,82.0,1.0,1664.5900000000001,2
256.05,Debit,Nashville,ATM,54.0,Retired,35.0,1.0,6910.18,0
7.7900000000000205,Debit,Los Angeles,Branch,34.0,Doctor,298.0,1.0,1319.85,2
233.71,Debit,Louisville,Branch,63.0,Doctor,11.0,1.0,6095.5,2
176.37,Debit,Boston,Branch,55.0,Retired,126.0,1.0,2420.86,1
86.41,Debit,Fresno,ATM,75.0,Retired,125.0,1.0,3128.71,2
21.569999999999993,Debit,San Francisco,ATM,54.0,Retired,71.0,1.0,7587.48,3
82.67000000000002,Debit,Milwaukee,Branch,26.0,Student,46.0,1.0,290.59000000000015,0
543.47,Debit,Los Angeles,ATM,18.0,Student,122.0,1.0,6165.03,2
346.76,Credit,San Jose,Branch,21.0,Student,116.0,1.0,1637.75,3
47.47999999999999,Debit,El Paso,Branch,24.0,Student,66.0,1.0,585.5200000000004,2
64.92000000000002,Debit,Atlanta,Branch,58.0,Engineer,236.0,1.0,5481.76,1
350.72,Credit,Fresno,ATM,28.0,Student,48.0,1.0,1982.9,2
3.8000000000000114,Debit,Charlotte,Online,65.0,Doctor,174.0,1.0,5766.96,1
22.54000000000002,Debit,El Paso,Online,26.0,Engineer,42.0,1.0,7139.11,2
167.47,Debit,Sacramento,ATM,35.0,Engineer,103.0,1.0,2293.13,3
43.650000000000006,Credit,Charlotte,Branch,30.0,Engineer,212.0,1.0,2870.67,1
390.77,Debit,Portland,Online,44.0,Doctor,34.0,1.0,5500.56,0
508.16,Debit,Mesa,ATM,39.0,Engineer,131.0,1.0,5609.44,0
332.33,Debit,Kansas City,ATM,27.0,Student,101.0,1.0,192.6300000000001,2
362.09,Debit,New York,Branch,32.0,Engineer,31.0,1.0,6590.28,0
42.579999999999984,Debit,San Jose,Online,30.0,Doctor,80.0,1.0,13485.0,3
248.66,Debit,Chicago,Online,28.0,Engineer,113.0,1.0,2571.39,1
461.25,Credit,Sacramento,Online,54.0,Doctor,171.0,1.0,676.1000000000004,3
61.77000000000001,Debit,Charlotte,Branch,56.0,Doctor,49.0,1.0,12352.2,1
268.92,Debit,Chicago,Branch,29.0,Engineer,148.0,1.0,8765.38,1
219.02,Credit,San Diego,Online,54.0,Engineer,68.0,1.0,7375.73,3
125.14000000000001,Debit,Baltimore,Branch,20.0,Student,31.0,1.0,1845.1800000000003,1
47.599999999999994,Debit,Austin,Online,53.0,Engineer,115.0,1.0,1382.5100000000002,1
592.82,Debit,Memphis,Online,74.0,Retired,248.0,1.0,7508.98,0
372.5,Debit,Nashville,ATM,21.999999999999996,Student,211.0,1.0,3901.82,0
4.720000000000027,Debit,Fort Worth,Branch,32.0,Engineer,20.0,1.0,4792.01,2
144.93,Debit,Fresno,Branch,42.0,Engineer,74.0,1.0,6887.52,2
316.56,Debit,Denver,Online,28.0,Engineer,261.0,1.0,8643.51,1
421.25,Debit,Fort Worth,Online,25.000000000000004,Student,66.0,1.0,7174.69,2
185.71,Debit,Virginia Beach,Branch,48.0,Engineer,194.0,1.0,2679.91,3
1432.02,Debit,Louisville,Branch,60.0,Retired,138.0,1.0,4315.07,2
26.269999999999982,Credit,Portland,Online,45.0,Engineer,177.0,1.0,8853.93,0
297.03,Debit,Austin,Online,61.0,Retired,151.0,1.0,1088.62,1
341.67,Debit,Omaha,Branch,53.0,Retired,96.0,5.0,1442.29,0
99.51999999999998,Debit,San Diego,ATM,52.0,Engineer,127.0,1.0,3798.09,3
139.69,Debit,Indianapolis,Online,52.0,Engineer,180.0,1.0,9567.94,2
